date,ty_ra_deg,ty_dec_deg,jpl_ra_icrf_deg,jpl_dec_icrf_deg,dra_icrf_deg,dra_icrf_seconds_time,dra_icrf_cosdec_deg,ddec_icrf_deg,sep_icrf_deg,jpl_ra_app_deg,jpl_dec_app_deg,dra_app_deg,dra_app_seconds_time,dra_app_cosdec_deg,ddec_app_deg,sep_app_deg
2000-06-21 00:00:00,89.90416666666667,23.43777777777778,89.92585988333335,23.439098047222224,-0.021693216666676562,-5.206372000002375,-0.01990326565454956,-0.001320269444445188,0.01994700713332681,89.92221951249999,23.437826375,-0.018052845833324227,-4.3326829999978145,-0.016563348839872424,-4.8597222221502534e-05,0.01656342012459046
2000-06-21 06:00:00,90.1625,23.4375,90.18578660833333,23.43899763611111,-0.02328660833333629,-5.5887860000007095,-0.021365213933924314,-0.0014976361111109782,0.02141763941240142,90.18215681666668,23.43773491111111,-0.019656816666667964,-4.7176360000003115,-0.01803500508155429,-0.00023491111111084706,0.018036534884604057
2000-06-21 12:00:00,90.425,23.436944444444446,90.44570752916667,23.43846708611111,-0.02070752916665697,-4.969806999997672,-0.018999014466122125,-0.0015226416666642706,0.019059931482286928,90.44208769583334,23.43721335,-0.017087695833339467,-4.101047000001472,-0.015677916836165637,-0.0002689055555542552,0.015680222747811137
2000-06-21 18:00:00,90.6875,23.435555555555556,90.70562127083333,23.437506455555557,-0.01812127083331916,-4.349104999996598,-0.01662628815361611,-0.0019509000000006438,0.01674035450024392,90.70201077916667,23.436261730555557,-0.014510779166670318,-3.4825870000008763,-0.01331372032340084,-0.0007061750000012523,0.013332435361391008
2000-06-22 00:00:00,90.95,23.433888888888887,90.96552646250001,23.43611581388889,-0.015526462500019989,-3.7263510000047972,-0.014245713088638411,-0.002226925000002211,0.014418721711340515,90.961924675,23.434880094444445,-0.011924674999988838,-2.861921999997321,-0.010941081574188473,-0.0009912055555574284,0.010985888875225072
2000-06-22 06:00:00,91.2125,23.431944444444447,91.22542171666666,23.43429523611111,-0.012921716666653538,-3.101211999996849,-0.011855996804350512,-0.00235079166666452,0.01208680607823958,91.2218280125,23.433068494444445,-0.009328012499992155,-2.2387229999981173,-0.008558723456370427,-0.0011240499999978226,0.008632220819876385
2000-06-22 12:00:00,91.475,23.429444444444446,91.48530564583332,23.432044811111112,-0.01030564583334126,-2.4733550000019022,-0.009455856561574986,-0.0026003666666660763,0.009806891950947274,91.48171940833333,23.430826997222223,-0.006719408333339061,-1.6126580000013746,-0.00616536363045345,-0.0013825527777768798,0.006318477779715754
2000-06-22 18:00:00,91.73333333333332,23.42666666666667,91.74517686249999,23.42936463888889,-0.011843529166668532,-2.8424470000004476,-0.01086715246432265,-0.0026979722222222335,0.011197055691913363,91.7415974875,23.428155672222225,-0.008264154166681692,-1.983397000003606,-0.007582894643651838,-0.0014890055555554227,0.007727705300573672
2000-06-23 00:00:00,91.99583333333332,23.423055555555557,92.00503395416668,23.426254819444445,-0.009200620833354378,-2.2081490000050508,-0.008442339176078215,-0.0031992638888880265,0.009028199144391558,92.00146087916667,23.425054602777777,-0.005627545833363001,-1.3506110000071203,-0.00516376743497225,-0.0019990472222204403,0.005537209063376732
2000-06-23 06:00:00,92.25833333333334,23.419444444444444,92.26487552916667,23.422715469444444,-0.006542195833333153,-1.5701269999999568,-0.006003174158882475,-0.003271025000000094,0.00683649794225432,92.26130820416667,23.42152387777778,-0.002974870833327259,-0.7139689999985421,-0.0027297789013896127,-0.0020794333333356008,0.003431579162234517
