date,ty_ra_deg,ty_dec_deg,jpl_ra_icrf_deg,jpl_dec_icrf_deg,dra_icrf_deg,dra_icrf_seconds_time,dra_icrf_cosdec_deg,ddec_icrf_deg,sep_icrf_deg,jpl_ra_app_deg,jpl_dec_app_deg,dra_app_deg,dra_app_seconds_time,dra_app_cosdec_deg,ddec_app_deg,sep_app_deg
2000-06-21 00:00:00,93.50833333333334,23.973611111111108,93.29395153749999,24.207873105555556,0.21438179583333294,51.45163099999991,0.1957091722088869,-0.23426199444444862,0.3052550889360747,93.2902932625,24.20669128611111,0.21804007083335364,52.32961700000487,0.19904972985926336,-0.23308017500000133,0.306507858887506
2000-06-21 06:00:00,93.69166666666668,23.970277777777778,93.47715745416667,24.205629922222222,0.21450921249999055,51.48221099999773,0.1958297516669649,-0.23535214444444463,0.30616960955672035,93.47351085000001,24.204455380555554,0.21815581666666617,52.35739599999988,0.19915972217644795,-0.23417760277777688,0.30741445684085794
2000-06-21 12:00:00,93.875,23.966944444444444,93.66031692916667,24.203172191666667,0.21468307083333116,51.52393699999948,0.19599289820331486,-0.23622774722222317,0.30694734106388366,93.6566813875,24.20200499722222,0.2183186125000134,52.39646700000321,0.1993128393828821,-0.23506055277777804,0.3081865900586717
2000-06-21 18:00:00,94.05833333333332,23.96333333333333,93.84342950833333,24.200500108333333,0.21490382499999328,51.576917999998386,0.19619924208805528,-0.23716677500000216,0.3078020895702003,93.83980441666667,24.199340308333333,0.21852891666665641,52.44693999999754,0.1995097191577238,-0.23600697500000223,0.3090361180320809
2000-06-22 00:00:00,94.24166666666666,23.959444444444443,94.026494725,24.197613866666668,0.21517194166665377,51.641265999996904,0.19644921340097327,-0.23816942222222437,0.308734304403032,94.02287947083333,24.196461491666668,0.21878719583332895,52.50892699999895,0.1997507915733529,-0.23701704722222416,0.3099634822887561
2000-06-22 06:00:00,94.42916666666666,23.955555555555556,94.20951212916667,24.194513669444444,0.21965453749999142,52.71708899999794,0.20054723115606865,-0.23895811388888788,0.31196164942012167,94.20590609583333,24.19336872222222,0.2232605708333324,53.582536999999775,0.20384049287690442,-0.2378131666666654,0.31321868503093214
2000-06-22 12:00:00,94.6125,23.95111111111111,94.39248124999999,24.19119971388889,0.22001875000000837,52.80450000000201,0.20088583778195854,-0.240088602777778,0.31304561066140446,94.38888384583333,24.190062175,0.22361615416667746,53.66787700000259,0.2041713157339915,-0.23895106388889076,0.3142983164290749
2000-06-22 18:00:00,94.79583333333332,23.946666666666665,94.57540162916666,24.187672205555558,0.22043170416665703,52.90360899999769,0.20126913554755899,-0.2410055388888921,0.3139949536473163,94.57181227083332,24.186542033333332,0.22402106250001452,53.765055000003485,0.20454736480004052,-0.23987536666666642,0.31524547487939336
2000-06-23 00:00:00,94.97916666666666,23.941944444444445,94.7582728,24.18393135,0.22089386666664268,53.01452799999424,0.20169777373975198,-0.24198690555555658,0.3150230933849119,94.75469092916666,24.182808480555558,0.2244757375000006,53.874177000000145,0.2049692701131742,-0.2408640361111125,0.3162716834711263
2000-06-23 06:00:00,95.1625,23.936944444444446,94.94109429999999,24.179977355555557,0.22140569999999116,53.13736799999788,0.20217218118772143,-0.24303291111111136,0.31613047993903354,94.93751939166665,24.178861700000002,0.22498060833333966,53.99534600000152,0.205437430088609,-0.2419172555555562,0.31737735743963835
