name,period_days,primary_amplitude_deg,primary_phase_deg,full_fit_amplitude_deg,full_fit_phase_deg
variation,14.765294,0.6581501789474715,-82.91482966255221,0.6581512545215473,-82.90030044863725
sidereal_month,27.321661,,,0.1382366778576917,-43.39432919680699
anomalistic_month,27.554551,0.03901364624720086,-1.3796142156237843,0.0409279129547238,-4.5369213662371
synodic_month,29.530589,,,0.03448219365779009,-129.7169023949303
evection,31.811938,1.2732021119917447,61.36055149021421,1.2733219759013663,61.3681554290514
annual,365.256363,0.18492919440254638,166.47238433841324,0.18464924126026155,166.50673510862623
apsidal_precession,3232.6054,,,0.00045665658541416425,-20.25037966023578
nodal_regression,6798.3835,,,0.012602370042461062,-37.07283545172666
