name,period_days,primary_amplitude_deg,primary_phase_deg,full_fit_amplitude_deg,full_fit_phase_deg
variation,14.765294,0.6584504876190261,-82.8683345185578,0.6584826334843369,-82.86574799564553
sidereal_month,27.321661,,,0.003619321571705995,-26.67999178556012
anomalistic_month,27.554551,2.035427846245624,29.414965243185367,2.0355554858486826,29.413346507515335
synodic_month,29.530589,,,0.034308529344495194,-140.54404421453052
evection,31.811938,1.2738119764096705,61.51989772463045,1.2739017183136343,61.51956091001535
annual,365.256363,0.1849178214056873,166.5153752709566,0.1847091607085571,166.4853190098935
apsidal_precession,3232.6054,,,0.00017238224667141157,-46.26317144172474
nodal_regression,6798.3835,,,0.011651305706443824,-33.590697213532565
