year,n,rms_dlon_deg,rms_dlat_deg,rms_ddec_deg,rms_sep_deg
2000,776,0.3223774147365108,0.40557168170813046,0.4196134756952498,0.5180593361792273
2001,1460,0.9040788829314476,0.38687757857792776,0.3561896130622686,0.9821643653197049
2002,1460,0.20065962795263445,0.3071017270324257,0.31103162025050013,0.36683584957948745
2003,1460,0.5667237556724087,0.2082852635527073,0.22203386732020747,0.6032980116338987
2004,1464,0.21425196334843125,0.3243707289927038,0.32251255249566585,0.38873554932845644
2005,1460,0.4797000105092216,0.37714107480688397,0.35112013942729636,0.6100110516356964
2006,1460,0.36188155336278643,0.36813281566831,0.3625356440784928,0.5161408207644602
2007,1460,0.47648510786421233,0.45762060381357367,0.47608859522350283,0.6604982997130597
2008,1464,0.5786711569908491,0.4527098067388102,0.4920654890902123,0.7342648769701039
2009,1460,0.43530307499570703,0.40703662779062233,0.46282543959231287,0.5958955706298388
2010,1460,0.6928691094582722,0.5428455455744152,0.6936810449555795,0.8796228606159763
2011,1460,0.4359268950377086,0.3553828381551163,0.42331464823708476,0.5623901142891023
2012,1464,0.8201945518047541,0.6170397013691284,0.8110174623890786,1.026117081307816
2013,1460,0.42608704827941907,0.3257879802963137,0.39866863839784067,0.5363243253040583
2014,1460,1.0797382777585571,0.6466415471665559,0.8794423202648981,1.2583614471396003
2015,1460,0.39377218420663135,0.3081857941937376,0.3766250183002142,0.49999668251429213
2016,1464,1.1461470101797293,0.489889021097882,0.6078431693016231,1.2454989345442022
2017,1460,0.3666784248979133,0.3036178776740322,0.3627557122609399,0.47603451709494077
2018,1460,0.6020223738150142,0.2200688630342039,0.24158268419289328,0.6399125671993148
2019,1460,0.38190513119954994,0.31332855759827904,0.36395905522512734,0.4939680124539136
2020,1464,0.5161689994409672,0.3125157533542628,0.3148985820077419,0.6029939932023025
2021,1460,0.4841520292844244,0.3464083855518913,0.3853859447995753,0.5952565290569056
2022,1460,0.6019669153826032,0.478939591902269,0.4714432221742791,0.7690402786122393
2023,1460,0.6768752191343165,0.41810437436792625,0.46159636388675335,0.7952538301586145
2024,1464,0.5990735797071672,0.44873689431594677,0.5280460254235362,0.7483700839097702
2025,1460,0.845854874269941,0.5092557218001008,0.6724025275566008,0.9865642695217356
2026,685,0.3926719940343268,0.1592672311779463,0.25242627741133017,0.42370427897652074
