date,ty_ecl_lon_deg,ty_ecl_lat_deg,jpl_ecl_lon_deg,jpl_ecl_lat_deg,dlon_deg,dlat_deg,ddec_deg,sep_deg,primary_model_dlon_deg,primary_residual_dlon_deg
2000-06-21 00:00:00,315.00039648968595,-1.8313582268929132,314.08753664269426,-1.7497895383484516,0.9128598469916938,-0.08156868854446153,0.18998860555555552,0.9160528380809103,1.0486934985675573,-0.13583365157586358
2000-06-21 06:00:00,318.10670970460836,-2.087095975242388,317.06402366011014,-2.0053837850812744,1.0426860444982253,-0.08171219016111353,0.24313561944444473,1.045219957752904,1.1883154696959104,-0.14562942519768507
2000-06-21 12:00:00,321.2179876378833,-2.33765126804549,320.0482765564057,-2.256218441774408,1.169711081477601,-0.08143282627108217,0.2983030472222232,1.1716045708525658,1.3288144061304965,-0.15910332465289545
2000-06-21 18:00:00,324.3349150915469,-2.58160557764684,323.041310767422,-2.501641080097845,1.2936043241249422,-0.07996449754899482,0.355576522222222,1.2948031912685818,1.4695942033452865,-0.17598987922034426
2000-06-22 00:00:00,327.46512945671986,-2.8212121292915273,326.0441675204941,-2.74099929484876,1.4209619362257513,-0.08021283444276728,0.41398637777777836,1.4215529706684782,1.6099989064323796,-0.18903697020662835
2000-06-22 06:00:00,330.60486894559136,-3.0540660613672204,329.05791138941004,-2.9736402571902647,1.5469575561813258,-0.08042580417695566,0.4731666888888899,1.546909761365703,1.7493172237654733,-0.20235966758414747
2000-06-22 12:00:00,333.75770744344067,-3.2803498637253976,332.0836273877761,-3.198910247123512,1.6740800556645468,-0.08143961660188559,0.5327939805555548,1.673387308596126,1.886787838892806,-0.21270778322825934
2000-06-22 18:00:00,336.9193381657698,-3.4974242395912243,335.12241760673055,-3.416154273314877,1.796920559039222,-0.0812699662763472,0.5923057861111118,1.795490961752747,2.021605469118901,-0.22468491007967906
2000-06-23 00:00:00,340.092692084334,-3.705688657835445,338.17539734007823,-3.624715733287514,1.9172947442557415,-0.08097292454793115,0.6508990694444456,1.9150852347319514,2.152927610255435,-0.23563286599969357
2000-06-23 06:00:00,343.27670653371877,-3.9039124074368425,341.2436906736526,-3.8239362137675355,2.0330158600661434,-0.07997619366930708,0.7078086111111119,2.029970025816512,2.2798818987016687,-0.24686603863552525
2000-06-23 12:00:00,346.4778148928303,-4.093667243446087,344.3284255378672,-4.013155463886321,2.149389354963091,-0.08051177955976652,0.7625875722222233,2.1455231962955295,2.401574014449793,-0.2521846594867019
2000-06-23 18:00:00,349.6907944101763,-4.271903660930952,347.4307281215597,-4.191711563243824,2.260066288616599,-0.08019209768712798,0.8145568916666655,2.255329743554236,2.5170960418876733,-0.25702975327107414
